,ID,Followers,following,sn_len,ds_len,tweet_count,retweet_count,label,reputation,AgeOfAccount,TweetPerDay
47,1.36890393687959E+018,31828,8764,7,118,157609,2,0,0.784095388253843,4394,46.4238586156112
48,1.36890393625863E+018,1946,3161,6,37,336708,1,0,0.381045623653808,3688,99.1776141384389
49,1.36890393609933E+018,35,154,15,118,2399,319,0,0.185185185185185,351,0.706627393225331
50,1.36890393558767E+018,984,571,12,20,39265,68,0,0.632797427652733,780,11.5655375552283
51,1.36890393341509E+018,807,1496,15,131,27906,0,0,0.350412505427703,3028,8.21973490427099
52,1.36890393297886E+018,882,1332,15,109,74548,4,0,0.398373983739837,3012,21.9581737849779
53,1.36890393246291E+018,38,100,11,47,71,555,0,0.27536231884058,145,0.020913107511046
54,1.36890393161145E+018,674,794,15,151,63510,0,0,0.459128065395095,4594,18.7069219440353
55,1.36890392986651E+018,707,398,10,159,109,0,0,0.639819004524887,705,0.032106038291605
56,1.36890392971984E+018,15989,986,9,126,14807,6,0,0.941914580265096,4415,4.36141384388807
57,1.36890392799585E+018,155,165,7,104,7195,0,0,0.484375,54,2.11929307805596
58,1.36890392624281E+018,271,331,9,106,9084,220,0,0.450166112956811,2811,2.67569955817378
59,1.36890392449373E+018,157,1894,12,0,1060,1,1,0.076548025353486,1013,0.312223858615611
60,1.3689039228831E+018,11,57,6,150,446,1459,0,0.161764705882353,29,0.131369661266568
61,1.36890392270696E+018,4489,5000,9,151,245621,1,0,0.473074085783539,4377,72.3478645066274
62,1.3689039204463E+018,346,699,12,0,6007,0,0,0.331100478468899,680,1.76936671575847
63,1.36890391897822E+018,44,335,12,0,1251,1,1,0.116094986807388,2934,0.368483063328424
64,1.36890391573608E+018,879,2054,11,83,8674,1,1,0.299693146948517,2380,2.55493372606775
65,1.36890391537951E+018,161,114,14,0,10044,1,0,0.585454545454545,3655,2.95846833578792
66,1.3689039147588E+018,5985,1096,14,154,26552,7,0,0.845219601751165,2260,7.82091310751105
67,1.3689039136599E+018,9818,10764,11,139,28865,0,0,0.477018754251288,3562,8.50220913107511
68,1.36890391351729E+018,1470,1774,10,38,780,7,0,0.453144266337854,139,0.229749631811487
